Name|md5|Machine|SizeOfOptionalHeader|Characteristics|MajorLinkerVersion|MinorLinkerVersion|SizeOfCode|SizeOfInitializedData|SizeOfUninitializedData|AddressOfEntryPoint|BaseOfCode|BaseOfData|ImageBase|SectionAlignment|FileAlignment|MajorOperatingSystemVersion|MinorOperatingSystemVersion|MajorImageVersion|MinorImageVersion|MajorSubsystemVersion|MinorSubsystemVersion|SizeOfImage|SizeOfHeaders|CheckSum|Subsystem|DllCharacteristics|SizeOfStackReserve|SizeOfStackCommit|SizeOfHeapReserve|SizeOfHeapCommit|LoaderFlags|NumberOfRvaAndSizes|SectionsNb|SectionsMeanEntropy|SectionsMinEntropy|SectionsMaxEntropy|SectionsMeanRawsize|SectionsMinRawsize|SectionMaxRawsize|SectionsMeanVirtualsize|SectionsMinVirtualsize|SectionMaxVirtualsize|ImportsNbDLL|ImportsNb|ImportsNbOrdinal|ExportNb|ResourcesNb|ResourcesMeanEntropy|ResourcesMinEntropy|ResourcesMaxEntropy|ResourcesMeanSize|ResourcesMinSize|ResourcesMaxSize|LoadConfigurationSize|VersionInformationSize|legitimate
a1z26_cipher.exe|56f575c5b8c6e92f6ca1a81a78950f6c|332|224|263|2|28|55296|89600|3072|4832|4096|61440|4194304|4096|512|4|0|1|0|4|0|139264|1024|277082|3|0|2097152|4096|1048576|4096|0|16|13|2.75421536324|0.0|6.20666344621|7640.61538462|0|55296|7538.30769231|24|54832|5|123|0|0|0|0|0|0|0|0|0|0|0|1
poisson_dist.exe|d2ce9f763ca0df69985044ca43cc281c|332|224|263|2|28|12288|19968|512|4832|4096|16384|4194304|4096|512|4|0|1|0|4|0|69632|1024|89754|3|0|2097152|4096|1048576|4096|0|16|13|2.65189444964|0.0|6.1694758122|2284.30769231|0|12288|2010.30769231|24|12040|5|61|0|0|0|0|0|0|0|0|0|0|0|1
base64_encoding.exe|350ccb6181b4c1293bf5592db65108b1|332|224|263|2|28|13824|23040|512|4832|4096|20480|4194304|4096|512|4|0|1|0|4|0|73728|1024|82894|3|0|2097152|4096|1048576|4096|0|16|13|2.73310653668|0.0|6.14515096547|2520.61538462|0|13824|2248.15384615|24|13596|5|69|0|0|0|0|0|0|0|0|0|0|0|1
fibonacci_sum.exe|8ecfd1888ab5c961b066692892c1434d|332|224|263|2|28|22016|39424|512|4832|4096|28672|4194304|4096|512|4|0|1|0|4|0|90112|1024|145824|3|0|2097152|4096|1048576|4096|0|16|13|2.54951969235|0.0|6.05698922962|3780.92307692|0|22016|3452.15384615|24|21716|5|68|0|0|0|0|0|0|0|0|0|0|0|1
inv_sqrt.exe|7d2844f25a898d0e5e0706a21b0b70e6|332|224|263|2|28|13312|22016|512|4832|4096|20480|4194304|4096|512|4|0|1|0|4|0|73728|1024|101224|3|0|2097152|4096|1048576|4096|0|16|13|2.7048450169|0.0|6.1739542297|2441.84615385|0|13312|2164.15384615|24|12920|5|62|0|0|0|0|0|0|0|0|0|0|0|1
hill_cipher.exe|868c262cf90c63332a749ab5d49b957a|332|224|263|2|28|29696|53248|512|4832|4096|36864|4194304|4096|512|4|0|1|0|4|0|102400|1024|165479|3|0|2097152|4096|1048576|4096|0|16|13|2.6783258143|0.0|6.05787242321|4844.30769231|0|29696|4539.23076923|24|29556|5|95|0|0|0|0|0|0|0|0|0|0|0|1
least_common_multiple.exe|41aa0788e21576ceee5e85be25ba0e66|332|224|263|2|28|12288|20480|512|4832|4096|16384|4194304|4096|512|4|0|1|0|4|0|69632|1024|73910|3|0|2097152|4096|1048576|4096|0|16|13|2.65700249626|0.0|6.07456190257|2323.69230769|0|12288|2021.38461538|24|11880|5|60|0|0|0|0|0|0|0|0|0|0|0|1
audiocompressor-setup.exe|8ff910e3112f7f7a7be012d719477047|332|224|33167|2|25|41984|17920|0|43728|4096|49152|4194304|4096|512|1|0|6|0|4|0|86016|1024|11021715|2|33088|1048576|16384|1048576|4096|0|16|8|2.33059557148|0.0|6.60167423509|7168.0|0|41984|7733.0|8|41480|8|98|0|0|14|3.46816327084|2.64576300669|5.13965300125|736.0|44|2216|0|0|1
gcd_of_n_numbers.exe|e96ed5b6d6fffb199e63d2e6acd4c62a|332|224|263|2|28|11776|19968|512|4832|4096|16384|4194304|4096|512|4|0|1|0|4|0|69632|1024|110401|3|0|2097152|4096|1048576|4096|0|16|13|2.59757223458|0.0|6.18446404174|2284.30769231|0|11776|1982.0|24|11720|5|64|0|0|0|0|0|0|0|0|0|0|0|1
disjoint_set.exe|42147a74daff3c6aa7a40d3a484cf4ea|332|224|263|2|28|14848|26112|512|4832|4096|20480|4194304|4096|512|4|0|1|0|4|0|77824|1024|111428|3|0|2097152|4096|1048576|4096|0|16|13|2.61274346358|0.0|6.15144190207|2756.92307692|0|14848|2484.46153846|24|14776|5|63|0|0|0|0|0|0|0|0|0|0|0|1
is_graph_bipartite.exe|e8bf2427b51a669c61d0a982898016e3|332|224|263|2|28|25600|47104|512|4832|4096|32768|4194304|4096|512|4|0|1|0|4|0|98304|1024|186593|3|0|2097152|4096|1048576|4096|0|16|13|2.54323723443|0.0|5.98738096594|4371.69230769|0|25600|4018.92307692|24|25200|5|66|0|0|0|0|0|0|0|0|0|0|0|1
cardrecovery_setup.exe|956162535423e680bfe5e953c2a7e8b4|332|224|33167|2|25|41984|17920|0|43728|4096|49152|4194304|4096|512|1|0|6|0|4|0|86016|1024|921262|2|33088|1048576|16384|1048576|4096|0|16|8|2.33196277145|0.0|6.60167423509|7168.0|0|41984|7733.0|8|41480|8|98|0|0|14|3.48075819185|2.64576300669|5.13965300125|736.0|44|2216|0|0|1
brent_method_extrema.exe|6a1b8de7cb412844eda6239a02bade7d|332|224|263|2|28|16384|27648|512|4832|4096|20480|4194304|4096|512|4|0|1|0|4|0|77824|1024|106733|3|0|2097152|4096|1048576|4096|0|16|13|2.66527291901|0.0|6.24544021898|2875.07692308|0|16384|2593.69230769|24|16236|5|67|0|0|0|0|0|0|0|0|0|0|0|1
n_choose_r.exe|876c00c9b14dece4b4345827e9227693|332|224|263|2|28|12288|20480|512|4832|4096|16384|4194304|4096|512|4|0|1|0|4|0|69632|1024|71729|3|0|2097152|4096|1048576|4096|0|16|13|2.61376441037|0.0|6.04816788239|2323.69230769|0|12288|2002.92307692|24|11800|5|59|0|0|0|0|0|0|0|0|0|0|0|1
AxCrypt-2.1.1618.0-Setup.exe|3e90910bf65cfd9af9bb61ec1f125fd3|332|224|3330|14|16|299008|348160|0|188273|4096|303104|4194304|4096|512|5|1|0|0|5|1|663552|1024|8317403|2|33088|1048576|4096|1048576|4096|0|16|6|4.56252578882|0.73516160346|6.78827071727|107861.333333|512|299008|108241.833333|56|298999|8|240|0|0|22|4.37573503616|2.60468947785|7.77163507937|9028.36363636|258|67624|160|0|1
shell_sort.exe|443d5205f956b4ca82cdde26690b7da9|332|224|263|2|28|12288|19968|512|4832|4096|16384|4194304|4096|512|4|0|1|0|4|0|69632|1024|82028|3|0|2097152|4096|1048576|4096|0|16|13|2.64044970483|0.0|6.06008469625|2284.30769231|0|12288|1984.15384615|24|11832|5|62|0|0|0|0|0|0|0|0|0|0|0|1
0_1_knapsack.exe|d366c4528b38529d7756a262b01a7587|332|224|263|2|28|17408|30720|512|4832|4096|24576|4194304|4096|512|4|0|1|0|4|0|81920|1024|92266|3|0|2097152|4096|1048576|4096|0|16|13|2.63932066759|0.0|6.09944220132|3111.38461538|0|17408|2840.76923077|24|17156|5|69|0|0|0|0|0|0|0|0|0|0|0|1
graham_scan_algorithm.exe|34ec2bdb42b144bebefb41e96796a55c|332|224|263|2|28|23552|43008|512|4832|4096|28672|4194304|4096|512|4|0|1|0|4|0|94208|1024|144001|3|0|2097152|4096|1048576|4096|0|16|13|2.55666077655|0.0|6.0553138992|4056.61538462|0|23552|3746.0|24|23476|5|70|0|0|0|0|0|0|0|0|0|0|0|1
neural_network.exe|19ff00b225e925039c3660d18bb158fd|332|224|263|2|28|55296|99840|512|4832|4096|61440|4194304|4096|512|4|0|1|0|4|0|151552|1024|350040|3|0|2097152|4096|1048576|4096|0|16|13|2.69429808966|0.0|5.96962510656|8428.30769231|0|55296|8151.84615385|24|55192|5|103|0|0|0|0|0|0|0|0|0|0|0|1
non_recursive_merge_sort.exe|d4c0da411fc4778485cda6d939df3925|332|224|263|2|28|12288|19968|512|4832|4096|16384|4194304|4096|512|4|0|1|0|4|0|69632|1024|76384|3|0|2097152|4096|1048576|4096|0|16|13|2.66035211279|0.0|6.17518919876|2284.30769231|0|12288|2033.69230769|24|12232|5|63|0|0|0|0|0|0|0|0|0|0|0|1
vector_cross_product.exe|61c72a5003c9fe12f9840197eb19f5e0|332|224|263|2|28|13312|21504|512|4832|4096|20480|4194304|4096|512|4|0|1|0|4|0|73728|1024|98248|3|0|2097152|4096|1048576|4096|0|16|13|2.62066584714|0.0|6.09813696093|2402.46153846|0|13312|2105.69230769|24|12936|5|63|0|0|0|0|0|0|0|0|0|0|0|1
jumpgame.exe|f1d0269d527de78f2ce8c800685a63d7|332|224|263|2|28|14336|25088|512|4832|4096|20480|4194304|4096|512|4|0|1|0|4|0|77824|1024|93238|3|0|2097152|4096|1048576|4096|0|16|13|2.63636475525|0.0|6.10473714437|2678.15384615|0|14336|2390.92307692|24|13968|5|66|0|0|0|0|0|0|0|0|0|0|0|1
inverse_fast_fourier_transform.exe|13cd2b4670c2689aef66d33eeebe91d9|332|224|263|2|28|16384|28160|512|4832|4096|20480|4194304|4096|512|4|0|1|0|4|0|77824|1024|98300|3|0|2097152|4096|1048576|4096|0|16|13|2.59477736609|0.0|6.24538201199|2914.46153846|0|16384|2616.15384615|24|16332|5|69|0|0|0|0|0|0|0|0|0|0|0|1
prime_numbers.exe|20d9a1c872f668b0474135413a17bd65|332|224|263|2|28|16896|30720|512|4832|4096|24576|4194304|4096|512|4|0|1|0|4|0|86016|1024|115365|3|0|2097152|4096|1048576|4096|0|16|13|2.61987175223|0.0|6.07201156902|3111.38461538|0|16896|2806.92307692|24|16424|5|72|0|0|0|0|0|0|0|0|0|0|0|1
floyd_cycle_detection_algo.exe|24e6933d0adf3e34be7fd8e89b67f428|332|224|263|2|28|14336|25600|512|4832|4096|20480|4194304|4096|512|4|0|1|0|4|0|77824|1024|85417|3|0|2097152|4096|1048576|4096|0|16|13|2.5880168814|0.0|6.1047225556|2717.53846154|0|14336|2401.69230769|24|14008|5|65|0|0|0|0|0|0|0|0|0|0|0|1
wiggle_sort.exe|01649f14beb952d8dd9081d561e20fc3|332|224|263|2|28|15360|27136|512|4832|4096|20480|4194304|4096|512|4|0|1|0|4|0|77824|1024|118052|3|0|2097152|4096|1048576|4096|0|16|13|2.6368273702|0.0|6.11117545308|2835.69230769|0|15360|2529.38461538|24|14960|5|69|0|0|0|0|0|0|0|0|0|0|0|1
heap_sort.exe|1b6357185e6de524814baa3d7fd6b090|332|224|263|2|28|13312|22528|512|4832|4096|20480|4194304|4096|512|4|0|1|0|4|0|73728|1024|70407|3|0|2097152|4096|1048576|4096|0|16|13|2.57993101818|0.0|6.17438367645|2481.23076923|0|13312|2174.30769231|24|13208|5|59|0|0|0|0|0|0|0|0|0|0|0|1
persistent_seg_tree_lazy_prop.exe|01f99d4a4f10047674b08e5c30ac1262|332|224|263|2|28|27136|51200|512|4832|4096|32768|4194304|4096|512|4|0|1|0|4|0|102400|1024|166713|3|0|2097152|4096|1048576|4096|0|16|13|2.63604235455|0.0|6.01135219208|4686.76923077|0|27136|4397.69230769|24|27068|5|74|0|0|0|0|0|0|0|0|0|0|0|1
mp3compressor.exe|785dc4544d51137a0214c91d96db72f3|332|224|33167|2|25|37888|17920|0|39716|4096|45056|4194304|4096|512|1|0|6|0|4|0|81920|1024|0|2|32768|1048576|16384|1048576|4096|0|16|8|2.29538331757|0.0|6.53086846822|6656.0|0|37888|7200.0|8|37444|8|96|0|0|14|3.4519713667|2.64576300669|5.05007355156|717.142857143|44|2216|0|0|1
numeric_string_sort.exe|0623b77bf51e5653816232c1a4b2060a|332|224|263|2|28|22016|37376|512|4832|4096|28672|4194304|4096|512|4|0|1|0|4|0|90112|1024|185188|3|0|2097152|4096|1048576|4096|0|16|13|2.67024239024|0.0|6.10211885685|3623.38461538|0|22016|3361.07692308|24|21992|5|76|0|0|0|0|0|0|0|0|0|0|0|1
ordinary_least_squares_regressor.exe|a376cb89a20445eabc2459d7a8f860c9|332|224|263|2|28|33280|56320|512|4832|4096|40960|4194304|4096|512|4|0|1|0|4|0|106496|1024|186232|3|0|2097152|4096|1048576|4096|0|16|13|2.65929290354|0.0|6.06423519261|5080.61538462|0|33280|4779.53846154|24|33152|5|78|0|0|0|0|0|0|0|0|0|0|0|1
list_array.exe|44cf8fc1066064907f4196f8e43d866f|332|224|263|2|28|15360|24064|512|4832|4096|20480|4194304|4096|512|4|0|1|0|4|0|73728|1024|84342|3|0|2097152|4096|1048576|4096|0|16|13|2.63387657962|0.0|6.15905783781|2599.38461538|0|15360|2320.46153846|24|15224|5|61|0|0|0|0|0|0|0|0|0|0|0|1
trie_using_hashmap.exe|f5046ba2f4557236d4c1dbb446803615|332|224|263|2|28|48128|87552|512|4832|4096|53248|4194304|4096|512|4|0|1|0|4|0|135168|1024|404955|3|0|2097152|4096|1048576|4096|0|16|13|2.68440803088|0.0|5.98388543587|7483.07692308|0|48128|7157.69230769|24|47784|5|91|0|0|0|0|0|0|0|0|0|0|0|1
gaussian_elimination.exe|2bb4d3f7d30fe3664136aed12748e2e5|332|224|263|2|28|13312|21504|512|4832|4096|20480|4194304|4096|512|4|0|1|0|4|0|73728|1024|90214|3|0|2097152|4096|1048576|4096|0|16|13|2.62725188703|0.0|6.10449817425|2402.46153846|0|13312|2082.61538462|24|12888|5|66|0|0|0|0|0|0|0|0|0|0|0|1
topological_sort_by_kahns_algo.exe|a148e169daf30294544df7908a45e06a|332|224|263|2|28|24064|45056|512|4832|4096|28672|4194304|4096|512|4|0|1|0|4|0|94208|1024|147621|3|0|2097152|4096|1048576|4096|0|16|13|2.57331643431|0.0|6.02594237875|4214.15384615|0|24064|3913.38461538|24|23932|5|69|0|0|0|0|0|0|0|0|0|0|0|1
armstrong_number.exe|d3a2a8caf71109407f3dc2eb23cbcb33|332|224|263|2|28|12288|19968|512|4832|4096|16384|4194304|4096|512|4|0|1|0|4|0|69632|1024|57077|3|0|2097152|4096|1048576|4096|0|16|13|2.61826713559|0.0|6.0797942028|2284.30769231|0|12288|1976.76923077|24|11848|5|56|0|0|0|0|0|0|0|0|0|0|0|1
sum_of_binomial_coefficient.exe|6c0cfe603ebeb24ea8c1a8d919a6f896|332|224|263|2|28|12288|20480|512|4832|4096|16384|4194304|4096|512|4|0|1|0|4|0|69632|1024|73917|3|0|2097152|4096|1048576|4096|0|16|13|2.58140434963|0.0|6.03489763153|2323.69230769|0|12288|1991.23076923|24|11816|5|59|0|0|0|0|0|0|0|0|0|0|0|1
hamiltons_cycle.exe|1fbc19ce8a49b399e9b3cfe6de4cfd3a|332|224|263|2|28|23552|43008|512|4832|4096|28672|4194304|4096|512|4|0|1|0|4|0|94208|1024|147428|3|0|2097152|4096|1048576|4096|0|16|13|2.61629965836|0.0|6.10824931969|4056.61538462|0|23552|3774.92307692|24|23548|5|67|0|0|0|0|0|0|0|0|0|0|0|1
lcm_sum.exe|210276a38223309f4e5992c25195616d|332|224|263|2|28|14336|24064|512|4832|4096|20480|4194304|4096|512|4|0|1|0|4|0|77824|1024|85360|3|0|2097152|4096|1048576|4096|0|16|13|2.6548836445|0.0|6.2060641176|2599.38461538|0|14336|2344.76923077|24|14336|5|65|0|0|0|0|0|0|0|0|0|0|0|1
edit_distance.exe|6f3c4b40064d7d070e9cf55301f9e515|332|224|263|2|28|13824|22016|512|4832|4096|20480|4194304|4096|512|4|0|1|0|4|0|73728|1024|111059|3|0|2097152|4096|1048576|4096|0|16|13|2.63212236428|0.0|6.12055517502|2441.84615385|0|13824|2149.07692308|24|13492|5|67|0|0|0|0|0|0|0|0|0|0|0|1
fcfs_scheduling.exe|f5314dc89936d61f0c9a7d278a2b74ee|332|224|263|2|28|40448|79360|512|4832|4096|45056|4194304|4096|512|4|0|1|0|4|0|131072|1024|313736|3|0|2097152|4096|1048576|4096|0|16|13|2.62917866748|0.0|5.89514651973|6852.92307692|0|40448|6581.07692308|24|40008|5|73|0|0|0|0|0|0|0|0|0|0|0|1
test_queue.exe|3431ca316532de1b989c31b571034980|332|224|263|2|28|13312|23040|512|4832|4096|20480|4194304|4096|512|4|0|1|0|4|0|73728|1024|65826|3|0|2097152|4096|1048576|4096|0|16|13|2.65587331065|0.0|6.19290591172|2520.61538462|0|13312|2240.76923077|24|13300|5|73|0|0|0|0|0|0|0|0|0|0|0|1
Disk_Storage_Low_Level_Format_v7.0.exe|7d7965ed5c71ea18e42447ea080a9f5d|332|224|33167|2|25|37888|17920|0|40000|4096|45056|4194304|4096|512|1|0|6|0|4|0|81920|1024|0|2|32768|1048576|16384|1048576|4096|0|16|8|2.30430133085|0.0|6.56223225793|6656.0|0|37888|7236.0|8|37732|8|96|0|0|14|3.47845555092|2.64576300669|5.05007355156|717.142857143|44|2216|0|0|1
minimax.exe|abdf4aa1b5c2ed4e83c414338ea035a8|332|224|263|2|28|12288|19968|512|4832|4096|16384|4194304|4096|512|4|0|1|0|4|0|69632|1024|58072|3|0|2097152|4096|1048576|4096|0|16|13|2.62638956944|0.0|6.14369068902|2284.30769231|0|12288|2010.30769231|24|12024|5|59|0|0|0|0|0|0|0|0|0|0|0|1
interpolation_search2.exe|856d8faf45c2fb5d20264ee6f0390682|332|224|263|2|28|12288|19968|512|4832|4096|16384|4194304|4096|512|4|0|1|0|4|0|69632|1024|98560|3|0|2097152|4096|1048576|4096|0|16|13|2.59893631744|0.0|6.0472386187|2284.30769231|0|12288|1970.92307692|24|11800|5|59|0|0|0|0|0|0|0|0|0|0|0|1
bidirectional_dijkstra.exe|f63386f44f1a159ff76479978f84a613|332|224|263|2|28|35840|66048|512|4832|4096|40960|4194304|4096|512|4|0|1|0|4|0|114688|1024|202549|3|0|2097152|4096|1048576|4096|0|16|13|2.66485812102|0.0|5.95054620704|5828.92307692|0|35840|5558.0|24|35660|5|72|0|0|0|0|0|0|0|0|0|0|0|1
kosaraju.exe|b85b6ffdf81958326f683db3b8d8caa7|332|224|263|2|28|24064|44544|512|4832|4096|28672|4194304|4096|512|4|0|1|0|4|0|94208|1024|178850|3|0|2097152|4096|1048576|4096|0|16|13|2.60181023041|0.0|6.02699398289|4174.76923077|0|24064|3893.07692308|24|23928|5|71|0|0|0|0|0|0|0|0|0|0|0|1
golden_search_extrema.exe|b44fa3cd8ab20a1e9a6c59c47cc3d160|332|224|263|2|28|15360|26624|512|4832|4096|20480|4194304|4096|512|4|0|1|0|4|0|77824|1024|120485|3|0|2097152|4096|1048576|4096|0|16|13|2.66058810605|0.0|6.19981668912|2796.30769231|0|15360|2513.38461538|24|15212|5|66|0|0|0|0|0|0|0|0|0|0|0|1
check_amicable_pair.exe|e65c2cc55a9fd52d6d68b0e5d97b9a9f|332|224|263|2|28|11776|19456|512|4832|4096|16384|4194304|4096|512|4|0|1|0|4|0|69632|1024|54903|3|0|2097152|4096|1048576|4096|0|16|13|2.6481597281|0.0|6.16375900266|2244.92307692|0|11776|1973.69230769|24|11672|5|59|0|0|0|0|0|0|0|0|0|0|0|1
composite_simpson_rule.exe|095917b947919773cd5cd37511a57a57|332|224|263|2|28|18944|34816|512|4832|4096|24576|4194304|4096|512|4|0|1|0|4|0|86016|1024|149981|3|0|2097152|4096|1048576|4096|0|16|13|2.67387145403|0.0|6.14420932888|3426.46153846|0|18944|3130.92307692|24|18628|5|81|0|0|0|0|0|0|0|0|0|0|0|1
catalan_numbers.exe|8431ecbad96015b73b8c655905b1fb1c|332|224|263|2|28|12288|20480|512|4832|4096|16384|4194304|4096|512|4|0|1|0|4|0|69632|1024|49100|3|0|2097152|4096|1048576|4096|0|16|13|2.58424015857|0.0|6.05725000735|2323.69230769|0|12288|1987.53846154|24|11800|5|64|0|0|0|0|0|0|0|0|0|0|0|1
rat_maze.exe|bc714381b581c5bc16c2583ad604b62d|332|224|263|2|28|12800|20480|512|4832|4096|20480|4194304|4096|512|4|0|1|0|4|0|73728|1024|86386|3|0|2097152|4096|1048576|4096|0|16|13|2.67229472979|0.0|6.14412765083|2323.69230769|0|12800|2077.69230769|24|12696|5|60|0|0|0|0|0|0|0|0|0|0|0|1
binary_exponent.exe|454ae216c0c6c8fa30095854e0471c68|332|224|263|2|28|11776|19456|512|4832|4096|16384|4194304|4096|512|4|0|1|0|4|0|69632|1024|104133|3|0|2097152|4096|1048576|4096|0|16|13|2.62725080865|0.0|6.16836454906|2244.92307692|0|11776|1970.0|24|11672|5|61|0|0|0|0|0|0|0|0|0|0|0|1
karatsuba_algorithm_for_fast_multiplication.exe|c7594a46f739e19e0780e13263db4ffa|332|224|263|2|28|40448|56320|3072|4832|4096|45056|4194304|4096|512|4|0|1|0|4|0|106496|1024|113558|3|0|2097152|4096|1048576|4096|0|16|13|2.80245187959|0.0|6.2683170911|5080.61538462|0|40448|4988.46153846|24|40012|5|105|0|0|0|0|0|0|0|0|0|0|0|1
queue_using_two_stacks.exe|d700c9d0e36ce2f2e45abb9fb0afe47d|332|224|263|2|28|24576|44544|512|4832|4096|28672|4194304|4096|512|4|0|1|0|4|0|94208|1024|138208|3|0|2097152|4096|1048576|4096|0|16|13|2.62066222454|0.0|6.05416400782|4174.76923077|0|24576|3904.46153846|24|24444|5|70|0|0|0|0|0|0|0|0|0|0|0|1
wildcard_matching.exe|d89ba6b3e3f528ded3c35fa70f521dc7|332|224|263|2|28|19456|33792|512|4832|4096|24576|4194304|4096|512|4|0|1|0|4|0|81920|1024|124448|3|0|2097152|4096|1048576|4096|0|16|13|2.65879608679|0.0|6.12650058107|3347.69230769|0|19456|3053.38461538|24|19296|5|75|0|0|0|0|0|0|0|0|0|0|0|1
bogo_sort.exe|c71e1a278d521f349714862ef27e86a5|332|224|263|2|28|13312|22016|512|4832|4096|20480|4194304|4096|512|4|0|1|0|4|0|73728|1024|66537|3|0|2097152|4096|1048576|4096|0|16|13|2.65314784485|0.0|6.11952455389|2441.84615385|0|13312|2151.84615385|24|12952|5|60|0|0|0|0|0|0|0|0|0|0|0|1
cycle_sort.exe|9f7af623c8b56e8014272392a47f0126|332|224|263|2|28|19968|37376|512|4832|4096|24576|4194304|4096|512|4|0|1|0|4|0|86016|1024|146604|3|0|2097152|4096|1048576|4096|0|16|13|2.58849030594|0.0|6.1140639363|3623.38461538|0|19968|3334.92307692|24|19800|5|65|0|0|0|0|0|0|0|0|0|0|0|1
easter.exe|4ef7b7db4444908765bb13c021053f05|332|224|263|2|28|13824|21504|512|4832|4096|20480|4194304|4096|512|4|0|1|0|4|0|73728|1024|55868|3|0|2097152|4096|1048576|4096|0|16|13|2.63824856028|0.0|6.05966892563|2402.46153846|0|13824|2097.07692308|24|13336|5|57|0|0|0|0|0|0|0|0|0|0|0|1
vector_important_functions.exe|d20ae19e1055591b67ff30fb1bc8da3f|332|224|263|2|28|18432|31744|512|4832|4096|24576|4194304|4096|512|4|0|1|0|4|0|81920|1024|144514|3|0|2097152|4096|1048576|4096|0|16|13|2.59640279242|0.0|6.10041393358|3190.15384615|0|18432|2896.46153846|24|18116|5|63|0|0|0|0|0|0|0|0|0|0|0|1
binary_search_tree.exe|bf76f42b54b8953888a58f88652065de|332|224|263|2|28|12800|20992|1024|4832|4096|20480|4194304|4096|512|4|0|1|0|4|0|73728|1024|97415|3|0|2097152|4096|1048576|4096|0|16|13|2.6245518451|0.0|6.15977754537|2363.07692308|0|12800|2117.38461538|24|12696|5|60|0|0|0|0|0|0|0|0|0|0|0|1
sum_of_digits.exe|145bebb86d7292f215c79e6ecf6d8998|332|224|263|2|28|11776|19456|512|4832|4096|16384|4194304|4096|512|4|0|1|0|4|0|69632|1024|96203|3|0|2097152|4096|1048576|4096|0|16|13|2.62966365027|0.0|6.15362431663|2244.92307692|0|11776|1963.84615385|24|11592|5|59|0|0|0|0|0|0|0|0|0|0|0|1
San_Andreas_Mod_Installer_v1.1.exe|448773967c725996d53ef23449ee4114|332|224|271|6|0|20480|49152|0|7581|4096|24576|4194304|4096|4096|4|0|0|0|4|0|73728|4096|0|2|0|1048576|4096|1048576|4096|0|16|4|4.35778868811|1.02243767012|6.28500392932|16384.0|4096|28672|15499.5|3428|26928|2|78|0|0|11|4.59877206642|2.89096912371|6.14953471005|2390.54545455|132|9640|0|0|1
line_segment_intersection.exe|a3fe8935a9a5862fa90397c64984a1f5|332|224|263|2|28|12800|20480|512|4832|4096|20480|4194304|4096|512|4|0|1|0|4|0|73728|1024|98358|3|0|2097152|4096|1048576|4096|0|16|13|2.62170992533|0.0|6.11427447203|2323.69230769|0|12800|2042.30769231|24|12488|5|60|0|0|0|0|0|0|0|0|0|0|0|1
PF-Setup.exe|15e8a0b64e6dfd93bfa3b66781678cda|332|224|33167|2|25|65024|71168|0|70588|4096|73728|4194304|4096|512|5|0|6|0|5|0|180224|1024|3250323|2|32768|1048576|16384|1048576|4096|0|16|8|3.09960810631|0.0|6.39164664964|17024.0|0|63488|19582.0|8|63048|11|120|0|0|19|4.36536249414|2.56031160924|6.60033169334|3257.78947368|16|33512|0|0|1
7data-recovery-suite.exe|76fb796f817027b3293c961b630d76d8|332|224|33167|2|25|65024|53248|0|70588|4096|73728|4194304|4096|512|5|0|6|0|5|0|163840|1024|3016323|2|32768|1048576|16384|1048576|4096|0|16|8|2.96226941719|0.0|6.39164664964|14784.0|0|61952|17397.0|8|61748|11|120|0|0|17|3.61757806149|2.56031160924|5.17905859207|2595.64705882|16|33512|0|0|1
sparse_table.exe|a13ef054dbe5e7227b651c7db344475d|332|224|263|2|28|17920|32256|512|4832|4096|24576|4194304|4096|512|4|0|1|0|4|0|86016|1024|91330|3|0|2097152|4096|1048576|4096|0|16|13|2.66313088562|0.0|6.0647680081|3229.53846154|0|17920|2946.0|24|17492|5|64|0|0|0|0|0|0|0|0|0|0|0|1
factorial.exe|e56c459bd8d1466d0800d0c61c6bce64|332|224|263|2|28|11776|19456|512|4832|4096|16384|4194304|4096|512|4|0|1|0|4|0|69632|1024|59967|3|0|2097152|4096|1048576|4096|0|16|13|2.60429969792|0.0|6.10192313132|2244.92307692|0|11776|1946.61538462|24|11480|5|60|0|0|0|0|0|0|0|0|0|0|0|1
n_queens_all_solution_optimised.exe|2872bc78fddc3f4863b55ac2a239068e|332|224|263|2|28|12800|20992|512|4832|4096|20480|4194304|4096|512|4|0|1|0|4|0|73728|1024|99298|3|0|2097152|4096|1048576|4096|0|16|13|2.61305260833|0.0|6.16488474357|2363.07692308|0|12800|2078.0|24|12680|5|59|0|0|0|0|0|0|0|0|0|0|0|1
trie_tree.exe|913968902561f55872465c6e3d59bd5d|332|224|263|2|28|16384|27648|512|4832|4096|20480|4194304|4096|512|4|0|1|0|4|0|77824|1024|103210|3|0|2097152|4096|1048576|4096|0|16|13|2.6809070495|0.0|6.09037627616|2875.07692308|0|16384|2598.0|24|16048|5|78|0|0|0|0|0|0|0|0|0|0|0|1
ncr_modulo_p.exe|c02f3499d1595ccffcff420061660534|332|224|263|2|28|16896|29184|512|4832|4096|24576|4194304|4096|512|4|0|1|0|4|0|81920|1024|74873|3|0|2097152|4096|1048576|4096|0|16|13|2.62737316943|0.0|6.11823361287|2993.23076923|0|16896|2699.23076923|24|16592|5|67|0|0|0|0|0|0|0|0|0|0|0|1
